ranking,ticker_formatted,company_name,date,score_short,score_long,score_ens,top1_feature_group,top2_feature_group,top3_feature_group,top1_features,top2_features,top3_features,original_ranking
1,015760,Unknown,2023-01-02,0.1465142840455355,-0.022692742,0.0619107710227677,news,profitability,other,,,,1
2,034730,SK,2023-01-02,0.0605157512767288,0.07036185,0.0654388006383644,technical,news,value,,,,2
3,005380,현대차,2023-01-02,0.0595690174573627,0.04199804,0.0507835287286813,news,other,value,,,,3
4,036460,Unknown,2023-01-02,0.0435490169931004,0.018176904,0.0308629604965502,news,other,profitability,,,,16
5,012330,현대모비스,2023-01-02,0.039042649895632,0.027709099,0.033375874447816,news,value,technical,,,,9
6,001040,Unknown,2023-01-02,0.0382746532514593,0.028814899,0.0335447761257296,technical,news,other,,,,7
7,097950,Unknown,2023-01-02,0.0382640427853702,0.026499487,0.0323817648926851,other,profitability,value,,,,5
8,017670,Unknown,2023-01-02,0.0359707952523132,0.031744108,0.0338574516261566,news,technical,profitability,,,,6
9,003240,태광산업,2023-01-02,0.0346735226735806,0.03608062,0.0353770713367903,news,technical,other,,,,4
10,030200,Unknown,2023-01-02,0.034306306504881,0.025309732,0.0298080192524405,technical,news,other,,,,17
11,030000,Unknown,2023-01-02,0.0339083575099553,0.024034575,0.0289714662549776,technical,other,value,,,,10
12,004370,Unknown,2023-01-02,0.0309972561459244,0.03039706,0.0306971580729622,news,technical,other,,,,12
13,028260,Unknown,2023-01-02,0.0305049652039987,0.032075923,0.0312904441019993,news,value,profitability,,,,8
14,137310,에스디바이오센서,2023-01-02,0.0302700869499128,0.03165074,0.0309604134749564,profitability,technical,other,,,,14
15,035250,Unknown,2023-01-02,0.0267296060839966,0.03674238,0.0317359930419983,technical,news,other,,,,15
16,241560,두산밥캣,2023-01-02,0.0257673993568972,0.033333544,0.0295504716784486,technical,profitability,other,,,,13
17,029780,Unknown,2023-01-02,0.0256556720980124,0.030980378,0.0283180250490062,technical,news,other,,,,19
18,032640,Unknown,2023-01-02,0.0254997791536188,0.03180869,0.0286542345768094,technical,news,other,,,,11
19,000100,Unknown,2023-01-02,0.0231123442576196,0.026518198,0.0248152711288098,technical,news,other,,,,18
20,000240,Unknown,2023-01-02,0.0231120519774169,0.026285248,0.0246986499887084,technical,other,value,,,,20
1,015760,Unknown,2023-01-03,0.1670182867246478,-0.022692742,0.0721627723623239,profitability,technical,news,,,,1
2,034730,SK,2023-01-03,0.067704847616608,0.07036185,0.069033348808304,news,technical,value,,,,2
3,005380,현대차,2023-01-03,0.0520077815239014,0.04199804,0.0470029107619507,news,value,other,,,,3
4,012330,현대모비스,2023-01-03,0.043048171070923,0.027709099,0.0353786350354615,news,value,technical,,,,9
5,030000,Unknown,2023-01-03,0.0424949327849285,0.024034575,0.0332647538924642,technical,news,other,,,,10
6,097950,Unknown,2023-01-03,0.0409821238675773,0.026499487,0.0337408054337886,technical,news,other,,,,5
7,001040,Unknown,2023-01-03,0.038913967813987,0.028814899,0.0338644334069935,technical,other,value,,,,7
8,036460,Unknown,2023-01-03,0.0375672143650328,0.018176904,0.0278720591825164,news,technical,profitability,,,,16
9,017670,Unknown,2023-01-03,0.0364801252191923,0.031744108,0.0341121166095961,technical,profitability,value,,,,6
10,000100,Unknown,2023-01-03,0.0355510834080117,0.026518198,0.0310346407040058,technical,value,profitability,,,,18
11,028260,Unknown,2023-01-03,0.0337459360903141,0.032075923,0.032910929545157,news,value,profitability,,,,8
12,137310,에스디바이오센서,2023-01-03,0.0300212362927163,0.03165074,0.0308359881463581,technical,profitability,other,,,,14
13,032640,Unknown,2023-01-03,0.0284101358251205,0.03180869,0.0301094129125602,news,technical,other,,,,11
14,003240,태광산업,2023-01-03,0.0271976175241585,0.03608062,0.0316391187620792,technical,profitability,other,,,,4
15,030200,Unknown,2023-01-03,0.0270611147988433,0.025309732,0.0261854233994216,technical,profitability,news,,,,17
16,004370,Unknown,2023-01-03,0.0268991623534702,0.03039706,0.0286481111767351,technical,other,value,,,,12
17,000240,Unknown,2023-01-03,0.0268675220493974,0.026285248,0.0265763850246987,technical,other,value,,,,20
18,029780,Unknown,2023-01-03,0.0259576659258754,0.030980378,0.0284690219629377,technical,other,profitability,,,,19
19,241560,두산밥캣,2023-01-03,0.0249751045374705,0.033333544,0.0291543242687352,technical,other,profitability,,,,13
20,035250,Unknown,2023-01-03,0.0243754065499484,0.03674238,0.0305588932749742,technical,news,other,,,,15
1,015760,Unknown,2023-01-04,0.1464322972213912,-0.022692742,0.0618697776106956,profitability,technical,value,,,,1
2,034730,SK,2023-01-04,0.0656543588954116,0.07036185,0.0680081044477058,news,technical,value,,,,2
3,005380,현대차,2023-01-04,0.0425902164082634,0.04199804,0.0422941282041317,news,value,technical,,,,3
4,030000,Unknown,2023-01-04,0.0415346993677621,0.024034575,0.032784637183881,technical,other,value,,,,10
5,036460,Unknown,2023-01-04,0.041000559333527,0.018176904,0.0295887316667635,technical,profitability,other,,,,16
6,097950,Unknown,2023-01-04,0.0361825338310844,0.026499487,0.0313410104155422,technical,other,profitability,,,,5
7,012330,현대모비스,2023-01-04,0.0330842042312855,0.027709099,0.0303966516156427,news,technical,value,,,,9
8,003240,태광산업,2023-01-04,0.0319265965972045,0.03608062,0.0340036082986022,technical,news,profitability,,,,4
9,032640,Unknown,2023-01-04,0.0305933080172841,0.03180869,0.031200999008642,technical,news,profitability,,,,11
10,001040,Unknown,2023-01-04,0.0304979376849918,0.028814899,0.0296564183424959,technical,value,other,,,,7
11,017670,Unknown,2023-01-04,0.0296306269365604,0.031744108,0.0306873674682802,technical,other,profitability,,,,6
12,028260,Unknown,2023-01-04,0.0281966579525086,0.032075923,0.0301362904762543,technical,value,profitability,,,,8
13,030200,Unknown,2023-01-04,0.0279809072374594,0.025309732,0.0266453196187297,news,technical,profitability,,,,17
14,000100,Unknown,2023-01-04,0.0270131401152587,0.026518198,0.0267656690576293,technical,other,value,,,,18
15,137310,에스디바이오센서,2023-01-04,0.0249285176087484,0.03165074,0.0282896288043742,profitability,technical,value,,,,14
16,241560,두산밥캣,2023-01-04,0.0248594192214403,0.033333544,0.0290964816107201,technical,other,profitability,,,,13
17,004370,Unknown,2023-01-04,0.0234161908430925,0.03039706,0.0269066254215462,news,technical,other,,,,12
18,000240,Unknown,2023-01-04,0.0223054930705081,0.026285248,0.024295370535254,technical,other,value,,,,20
19,035250,Unknown,2023-01-04,0.0217407689220955,0.03674238,0.0292415744610477,technical,other,profitability,,,,15
20,029780,Unknown,2023-01-04,0.018479324004811,0.030980378,0.0247298510024055,technical,other,profitability,,,,19
1,015760,Unknown,2023-01-05,0.1321346052699898,-0.022692742,0.0547209316349949,profitability,technical,value,,,,1
2,005380,현대차,2023-01-05,0.0519539548076038,0.04199804,0.0469759974038019,news,value,technical,,,,3
3,034730,SK,2023-01-05,0.0513031818928521,0.07036185,0.060832515946426,news,technical,value,,,,2
4,097950,Unknown,2023-01-05,0.0420536731187566,0.026499487,0.0342765800593783,technical,other,profitability,,,,5
5,036460,Unknown,2023-01-05,0.0413518575807453,0.018176904,0.0297643807903726,technical,profitability,other,,,,16
6,030000,Unknown,2023-01-05,0.0378719507036019,0.024034575,0.0309532628518009,technical,value,other,,,,10
7,017670,Unknown,2023-01-05,0.0371390301679369,0.031744108,0.0344415690839684,news,technical,other,,,,6
8,003240,태광산업,2023-01-05,0.0350973060692614,0.03608062,0.0355889630346307,technical,profitability,other,,,,4
9,001040,Unknown,2023-01-05,0.0336950759924665,0.028814899,0.0312549874962332,technical,value,other,,,,7
10,012330,현대모비스,2023-01-05,0.0334820922567789,0.027709099,0.0305955956283894,technical,news,value,,,,9
11,030200,Unknown,2023-01-05,0.0324183227482441,0.025309732,0.028864027374122,technical,news,profitability,,,,17
12,028260,Unknown,2023-01-05,0.032130956298829,0.032075923,0.0321034396494145,news,value,profitability,,,,8
13,004370,Unknown,2023-01-05,0.0316574877599022,0.03039706,0.0310272738799511,technical,news,value,,,,12
14,000240,Unknown,2023-01-05,0.0305915065902426,0.026285248,0.0284383772951213,technical,value,other,,,,20
15,035250,Unknown,2023-01-05,0.0303027869326344,0.03674238,0.0335225834663172,news,technical,profitability,,,,15
16,029780,Unknown,2023-01-05,0.0282444031550483,0.030980378,0.0296123905775241,technical,other,profitability,,,,19
17,137310,에스디바이오센서,2023-01-05,0.0280440352435782,0.03165074,0.0298473876217891,profitability,technical,value,,,,14
18,241560,두산밥캣,2023-01-05,0.026118131358135,0.033333544,0.0297258376790675,technical,profitability,other,,,,13
19,032640,Unknown,2023-01-05,0.0253859552472145,0.03180869,0.0285973226236072,technical,other,profitability,,,,11
20,000100,Unknown,2023-01-05,0.0230189983688452,0.026518198,0.0247685981844226,technical,other,value,,,,18
1,015760,Unknown,2023-01-06,0.1296158468995269,-0.022692742,0.0534615524497634,profitability,technical,value,,,,1
2,034730,SK,2023-01-06,0.0642693417600222,0.07036185,0.0673155958800111,technical,value,profitability,,,,2
3,005380,현대차,2023-01-06,0.0547580213016996,0.04199804,0.0483780306508498,news,value,technical,,,,3
4,003240,태광산업,2023-01-06,0.0398668080323915,0.03608062,0.0379737140161957,technical,other,profitability,,,,4
5,030000,Unknown,2023-01-06,0.0359279325054711,0.024034575,0.0299812537527355,news,technical,value,,,,10
6,097950,Unknown,2023-01-06,0.0327931808410764,0.026499487,0.0296463339205382,technical,other,profitability,,,,5
7,017670,Unknown,2023-01-06,0.0314070285751928,0.031744108,0.0315755682875964,technical,profitability,other,,,,6
8,000100,Unknown,2023-01-06,0.0304900781873318,0.026518198,0.0285041380936659,technical,value,profitability,,,,18
9,012330,현대모비스,2023-01-06,0.0304552699256572,0.027709099,0.0290821844628286,technical,news,other,,,,9
10,004370,Unknown,2023-01-06,0.0298147313320106,0.03039706,0.0301058956660053,technical,value,other,,,,12
11,028260,Unknown,2023-01-06,0.0297148245959566,0.032075923,0.0308953737979783,news,value,profitability,,,,8
12,036460,Unknown,2023-01-06,0.02859908351522,0.018176904,0.02338799375761,news,technical,profitability,,,,16
13,032640,Unknown,2023-01-06,0.0285495419185005,0.03180869,0.0301791159592502,technical,news,other,,,,11
14,001040,Unknown,2023-01-06,0.0277625473305418,0.028814899,0.0282887231652709,technical,news,value,,,,7
15,030200,Unknown,2023-01-06,0.0266570680490731,0.025309732,0.0259834000245365,technical,news,profitability,,,,17
16,241560,두산밥캣,2023-01-06,0.0264092285135344,0.033333544,0.0298713862567672,technical,other,profitability,,,,13
17,137310,에스디바이오센서,2023-01-06,0.0246908871005648,0.03165074,0.0281708135502824,profitability,technical,other,,,,14
18,000240,Unknown,2023-01-06,0.0230172807482778,0.026285248,0.0246512643741389,technical,other,value,,,,20
19,029780,Unknown,2023-01-06,0.0194332910023577,0.030980378,0.0252068345011788,technical,other,profitability,,,,19
20,035250,Unknown,2023-01-06,0.0191746262783919,0.03674238,0.0279585031391959,technical,news,other,,,,15
